episode,total_reward,rps,avg_reward_100,avg_rps_100,epsilon,loss
907,33.9222,0.6784,7.584,0.1622,0.05,0.730293
908,16.4503,0.329,7.6942,0.1644,0.05,0.663101
909,2.8862,0.0577,7.6539,0.1636,0.05,0.736984
910,5.1472,0.1029,7.6227,0.1629,0.05,0.691557
911,6.0756,0.1215,7.5534,0.1616,0.05,0.716282
912,5.2103,0.1042,7.5671,0.1618,0.05,0.828249
913,5.6929,0.1139,7.5764,0.162,0.05,0.742991
914,5.1303,0.1026,7.5779,0.162,0.05,0.653889
915,6.3016,0.126,7.5924,0.1623,0.05,0.657365
916,14.5006,0.29,7.6749,0.164,0.05,0.613085
917,6.4836,0.1297,7.6848,0.1642,0.05,0.778522
918,7.281,0.1456,7.6616,0.1637,0.05,0.736101
919,2.7401,0.0548,7.5977,0.1624,0.05,0.684033
920,18.3433,0.3669,7.7002,0.1645,0.05,0.628026
921,5.6124,0.1122,7.711,0.1647,0.05,0.650476
922,5.7512,0.115,7.7267,0.165,0.05,0.648048
923,4.3907,0.0878,7.7143,0.1648,0.05,0.714625
924,9.5988,0.192,7.7346,0.1652,0.05,0.764332
925,7.323,0.1465,7.7603,0.1657,0.05,0.723006
926,2.4781,0.0496,7.654,0.1636,0.05,0.665407
927,10.0924,0.2018,7.6081,0.1626,0.05,0.594624
928,2.3514,0.047,7.4311,0.1591,0.05,0.694495
929,6.3869,0.1277,7.4171,0.1588,0.05,0.584391
930,37.3827,0.7477,7.7511,0.1655,0.05,0.612227
931,8.7082,0.1742,7.6789,0.1641,0.05,0.736802
932,4.7781,0.0956,7.6743,0.164,0.05,0.715636
933,9.4073,0.1881,7.7273,0.165,0.05,0.681806
934,9.3486,0.187,7.7868,0.1662,0.05,0.735139
935,5.8279,0.1166,7.7971,0.1664,0.05,0.64055
936,16.5465,0.3309,7.9052,0.1686,0.05,0.781137
937,5.6665,0.1133,7.9222,0.1689,0.05,0.656602
938,3.9923,0.0798,7.9126,0.1687,0.05,0.725997
939,4.2507,0.085,7.8153,0.1668,0.05,0.679711
940,4.4653,0.0893,7.8054,0.1666,0.05,0.631214
941,4.2633,0.0853,7.6629,0.1637,0.05,0.679533
942,11.4686,0.2294,7.7321,0.1651,0.05,0.69823
943,11.8166,0.2363,7.8114,0.1667,0.05,0.754785
944,5.0241,0.1005,7.8145,0.1668,0.05,0.75569
945,5.59,0.1118,7.7929,0.1663,0.05,0.645077
946,4.3754,0.0875,7.718,0.1648,0.05,0.69284
947,4.499,0.09,7.7154,0.1648,0.05,0.727178
948,5.5469,0.1109,7.6978,0.1644,0.05,0.723902
949,5.4292,0.1086,7.6786,0.1641,0.05,0.710195
950,6.9369,0.1387,7.6782,0.164,0.05,0.757419
951,4.3897,0.0878,7.6726,0.1639,0.05,0.718198
952,4.6344,0.0927,7.6624,0.1637,0.05,0.605749
953,5.591,0.1118,7.6493,0.1635,0.05,0.687125
954,5.9589,0.1192,7.6676,0.1638,0.05,0.677427
955,7.464,0.1493,7.7016,0.1645,0.05,0.72367
956,5.3832,0.1077,7.6815,0.1641,0.05,0.807774
957,5.365,0.1073,7.6713,0.1639,0.05,0.678137
958,4.6173,0.0923,7.6791,0.1641,0.05,0.761553
959,6.2453,0.1249,7.6867,0.1642,0.05,0.678595
960,3.8021,0.076,7.5123,0.1607,0.05,0.652035
961,5.7849,0.1157,7.5302,0.1611,0.05,0.758309
962,6.4424,0.1288,7.5497,0.1615,0.05,0.799774
963,5.2252,0.1045,7.5224,0.1609,0.05,0.745478
964,9.9415,0.1988,7.5699,0.1619,0.05,0.698176
965,5.5235,0.1105,7.3916,0.1583,0.05,0.71685
966,5.664,0.1133,7.3367,0.1572,0.05,0.638019
967,10.5034,0.2101,7.4005,0.1585,0.05,0.766371
968,6.9438,0.1389,7.402,0.1585,0.05,0.673915
969,4.3328,0.0867,7.3831,0.1581,0.05,0.669508
970,14.643,0.2929,7.494,0.1604,0.05,0.710122
971,5.9911,0.1198,7.4733,0.1599,0.05,0.820337
972,7.5089,0.1502,7.479,0.1601,0.05,0.652331
973,4.8098,0.0962,7.3632,0.1577,0.05,0.741124
974,6.4444,0.1289,7.2691,0.1559,0.05,0.704235
975,5.8194,0.1164,7.2135,0.1548,0.05,0.768849
976,7.0001,0.14,7.2342,0.1552,0.05,0.697489
977,5.299,0.106,7.2184,0.1549,0.05,0.69969
978,4.2552,0.0851,7.213,0.1547,0.05,0.642296
979,19.0526,0.3811,7.369,0.1579,0.05,0.717374
980,26.1039,0.5221,7.4032,0.1585,0.05,0.669791
981,3.7543,0.0751,7.3743,0.158,0.05,0.698615
982,8.2994,0.166,7.4064,0.1586,0.05,0.631979
983,5.297,0.1059,7.4242,0.159,0.05,0.667231
984,5.3732,0.1075,7.4672,0.1493,0.05,0.653256
985,8.5801,0.1716,7.4691,0.1494,0.05,0.744429
986,7.0603,0.1412,7.4916,0.1498,0.05,0.727542
987,3.504,0.0701,7.4582,0.1492,0.05,0.748553
988,36.5629,0.7313,7.7787,0.1556,0.05,0.646132
989,8.1427,0.1629,7.7927,0.1559,0.05,0.631149
990,4.3932,0.0879,7.7583,0.1552,0.05,0.691443
991,4.7342,0.0947,7.7514,0.155,0.05,0.705954
992,6.0496,0.121,7.7619,0.1552,0.05,0.707741
993,7.4117,0.1482,7.7801,0.1556,0.05,0.804873
994,7.5167,0.1503,7.7759,0.1555,0.05,0.692954
995,5.5292,0.1106,7.796,0.1559,0.05,0.692829
996,5.1335,0.1027,7.8123,0.1562,0.05,0.706863
997,6.4888,0.1298,7.8111,0.1562,0.05,0.75992
998,8.6402,0.1728,7.854,0.1571,0.05,0.736956
999,9.8104,0.1962,7.8943,0.1579,0.05,0.62697
1000,1.0285,1.0285,7.8187,0.1665,0.05,0.56762
1001,6.2306,0.1246,7.8516,0.1671,0.05,0.623211
1002,7.1711,0.1434,7.8426,0.1669,0.05,0.735831
1003,6.1435,0.1229,7.8211,0.1665,0.05,0.684899
1004,4.9188,0.0984,7.8175,0.1664,0.05,0.732107
1005,4.2428,0.0849,7.8179,0.1664,0.05,0.644613
1006,8.0655,0.1613,7.763,0.1653,0.05,0.725537
1007,11.1894,0.2238,7.5356,0.1608,0.05,0.668086
1008,43.2419,0.8648,7.8036,0.1662,0.05,0.743206
1009,7.2505,0.145,7.8472,0.167,0.05,0.753878
1010,6.369,0.1274,7.8594,0.1673,0.05,0.687924
1011,4.0372,0.0807,7.839,0.1669,0.05,0.717895
1012,10.6187,0.2124,7.8931,0.1679,0.05,0.78146
1013,5.6575,0.1132,7.8928,0.1679,0.05,0.748277
1014,3.7107,0.0742,7.8786,0.1677,0.05,0.732746
1015,3.1986,0.064,7.8475,0.167,0.05,0.686254
1016,27.6953,0.5539,7.9795,0.1697,0.05,0.664754
1017,3.9641,0.0793,7.9543,0.1692,0.05,0.648812
1018,13.7746,0.2755,8.0192,0.1705,0.05,0.841451
1019,5.9151,0.1183,8.051,0.1711,0.05,0.63163
1020,18.3408,0.3668,8.0509,0.1711,0.05,0.678173
1021,6.4864,0.1297,8.0597,0.1713,0.05,0.741161
1022,8.5463,0.1709,8.0876,0.1718,0.05,0.703665
1023,4.9943,0.0999,8.0937,0.172,0.05,0.755029
1024,25.0139,0.5003,8.2478,0.175,0.05,0.66493
1025,25.1415,0.5028,8.426,0.1786,0.05,0.754656
1026,3.6622,0.0732,8.4378,0.1788,0.05,0.588016
1027,5.6062,0.1121,8.393,0.1779,0.05,0.889872
1028,6.0421,0.1208,8.4299,0.1787,0.05,0.732676
1029,5.8519,0.117,8.4245,0.1786,0.05,0.850544
1030,9.2855,0.1857,8.1436,0.173,0.05,0.844127
1031,9.0596,0.1812,8.1471,0.173,0.05,0.805797
1032,7.7781,0.1556,8.1771,0.1736,0.05,0.792561
1033,2.7378,0.0548,8.1104,0.1723,0.05,0.665594
1034,16.0092,0.3202,8.177,0.1736,0.05,0.786411
1035,24.4807,0.4896,8.3635,0.1774,0.05,0.823101
1036,4.5282,0.0906,8.2433,0.1749,0.05,0.649191
1037,5.8956,0.1179,8.2456,0.175,0.05,0.716821
1038,5.075,0.1015,8.2565,0.1752,0.05,0.700906
1039,15.0756,0.3015,8.3647,0.1774,0.05,0.726495
1040,4.561,0.0912,8.3657,0.1774,0.05,0.72081
1041,5.9477,0.119,8.3825,0.1777,0.05,0.650901
1042,7.4027,0.1481,8.3419,0.1769,0.05,0.769285
1043,17.123,0.3425,8.3949,0.178,0.05,0.84589
1044,7.1111,0.1422,8.4158,0.1784,0.05,0.770489
1045,7.1857,0.1437,8.4317,0.1787,0.05,0.813518
1046,5.1127,0.1023,8.4391,0.1789,0.05,0.827643
1047,8.1674,0.1633,8.4758,0.1796,0.05,0.756551
1048,4.815,0.0963,8.4685,0.1794,0.05,0.83489
1049,5.9214,0.1184,8.4734,0.1795,0.05,0.828978
1050,9.0577,0.1812,8.4946,0.18,0.05,0.688589
1051,27.2827,0.5457,8.7235,0.1846,0.05,0.691508
1052,4.8938,0.0979,8.7261,0.1846,0.05,0.818141
1053,5.054,0.1011,8.7208,0.1845,0.05,0.683
1054,22.3025,0.4461,8.8842,0.1878,0.05,0.850122
1055,6.6739,0.1335,8.8763,0.1876,0.05,0.763679
1056,5.5341,0.1107,8.8778,0.1876,0.05,0.75759
1057,20.2859,0.4057,9.027,0.1906,0.05,0.748974
1058,2.241,0.0448,9.0033,0.1901,0.05,0.792736
1059,39.2937,0.7859,9.3337,0.1968,0.05,0.814459
1060,5.234,0.1047,9.3481,0.197,0.05,0.692189
1061,5.6123,0.1122,9.3463,0.197,0.05,0.802349
1062,6.7206,0.1344,9.3491,0.1971,0.05,0.797515
1063,4.2507,0.085,9.3394,0.1969,0.05,0.670278
1064,10.8036,0.2161,9.348,0.197,0.05,0.703408
1065,5.0545,0.1011,9.3433,0.1969,0.05,0.862725
1066,4.7927,0.0959,9.3346,0.1968,0.05,0.745543
1067,4.896,0.0979,9.2785,0.1957,0.05,0.830672
1068,6.3987,0.128,9.2731,0.1955,0.05,0.819279
1069,6.2145,0.1243,9.2919,0.1959,0.05,0.902756
1070,15.5257,0.3105,9.3007,0.1961,0.05,0.699408
1071,12.605,0.2521,9.3668,0.1974,0.05,0.788296
1072,7.588,0.1518,9.3676,0.1974,0.05,0.757114
1073,4.5379,0.0908,9.3649,0.1974,0.05,0.728427
1074,4.5674,0.0913,9.3461,0.197,0.05,0.926203
1075,15.2048,0.3041,9.44,0.1989,0.05,0.78729
1076,5.6934,0.1139,9.4269,0.1986,0.05,0.837984
1077,8.0963,0.1619,9.4549,0.1992,0.05,0.820182
1078,5.5831,0.1117,9.4682,0.1994,0.05,0.763904
1079,3.6239,0.0725,9.3139,0.1964,0.05,0.755223
1080,3.5748,0.0715,9.0886,0.1919,0.05,0.7781
1081,7.775,0.1555,9.1288,0.1927,0.05,0.782102
1082,3.5519,0.071,9.0813,0.1917,0.05,0.68026
1083,8.5141,0.1703,9.1135,0.1923,0.05,0.896909
1084,5.7962,0.1159,9.1177,0.1924,0.05,0.788423
1085,4.7199,0.0944,9.0791,0.1917,0.05,0.743373
1086,5.8242,0.1165,9.0668,0.1914,0.05,0.719318
1087,29.7001,0.594,9.3287,0.1967,0.05,0.760605
1088,5.196,0.1039,9.0151,0.1904,0.05,0.822774
1089,5.1153,0.1023,8.9848,0.1898,0.05,0.685623
1090,6.885,0.1377,9.0097,0.1903,0.05,0.681238
1091,5.0107,0.1002,9.0125,0.1903,0.05,0.78877
1092,30.6347,0.6127,9.2583,0.1952,0.05,0.74601
1093,17.3384,0.3468,9.3576,0.1972,0.05,0.846794
1094,9.945,0.1989,9.3819,0.1977,0.05,0.798398
1095,11.7799,0.2356,9.4444,0.199,0.05,0.89108
1096,17.3425,0.3469,9.5665,0.2014,0.05,0.712992
1097,4.1962,0.0839,9.5436,0.201,0.05,0.88245
1098,23.0547,0.4611,9.6877,0.2038,0.05,0.806563
1099,3.7566,0.0751,9.6272,0.2026,0.05,0.788318
1100,4.066,0.0813,9.6575,0.1932,0.05,0.709481
1101,19.2387,0.3848,9.7876,0.1958,0.05,0.793788
1102,4.4498,0.089,9.7604,0.1952,0.05,0.778412
1103,13.6628,0.2733,9.8356,0.1967,0.05,0.730756
1104,9.2934,0.1859,9.8793,0.1976,0.05,0.839797
1105,7.5251,0.1505,9.9122,0.1982,0.05,0.768968
1106,13.6894,0.2738,9.9684,0.1994,0.05,0.733524
1107,6.3043,0.1261,9.9196,0.1984,0.05,0.83487
1108,6.8997,0.138,9.5561,0.1911,0.05,0.787002
1109,5.1885,0.1038,9.5355,0.1907,0.05,0.90646
1110,6.3958,0.1279,9.5358,0.1907,0.05,0.889088
1111,10.6912,0.2138,9.6023,0.192,0.05,0.83887
1112,9.7323,0.1946,9.5935,0.1919,0.05,0.949147
1113,10.849,0.217,9.6454,0.1929,0.05,0.863114
1114,5.0805,0.1016,9.6591,0.1932,0.05,0.803691
1115,5.5397,0.1108,9.6825,0.1936,0.05,0.773978
1116,10.921,0.2184,9.5147,0.1903,0.05,0.820303
1117,13.1488,0.263,9.6066,0.1921,0.05,0.82409
1118,5.922,0.1184,9.5281,0.1906,0.05,0.845862
1119,8.0183,0.1604,9.5491,0.191,0.05,0.849571
1120,13.72,0.2744,9.5029,0.1901,0.05,0.799289
1121,14.015,0.2803,9.5782,0.1916,0.05,0.718758
1122,5.4823,0.1096,9.5475,0.191,0.05,0.807191
1123,19.6517,0.393,9.6941,0.1939,0.05,0.965154
1124,9.7549,0.1951,9.5415,0.1908,0.05,0.852537
1125,8.094,0.1619,9.371,0.1874,0.05,0.97051
1126,2.912,0.0582,9.3635,0.1873,0.05,0.851887
1127,5.1674,0.1033,9.3591,0.1872,0.05,0.93856
1128,4.4138,0.0883,9.3429,0.1869,0.05,0.79767
1129,2.6324,0.0526,9.3107,0.1862,0.05,0.829137
1130,8.8586,0.1772,9.3064,0.1861,0.05,0.818104
1131,3.835,0.0767,9.2542,0.1851,0.05,0.847751
1132,6.4106,0.1282,9.2405,0.1848,0.05,0.668125
1133,6.973,0.1395,9.2828,0.1857,0.05,0.933294
1134,6.6024,0.132,9.1888,0.1838,0.05,0.882828
1135,16.6333,0.3327,9.1103,0.1822,0.05,0.772642
1136,27.34,0.7594,9.3384,0.1889,0.05,0.833389
1137,9.3896,0.1878,9.3733,0.1896,0.05,0.849654
1138,3.7163,0.0743,9.3598,0.1893,0.05,0.738333
1139,5.8632,0.1173,9.2676,0.1875,0.05,0.767056
1140,4.3175,0.0864,9.2652,0.1874,0.05,0.818199
1141,19.0236,0.3805,9.396,0.19,0.05,0.985918
1142,5.3274,0.1065,9.3752,0.1896,0.05,0.793891
1143,8.944,0.1789,9.2934,0.188,0.05,0.945494
1144,3.2712,0.0654,9.255,0.1872,0.05,0.905905
1145,17.2967,0.3459,9.3561,0.1892,0.05,0.862099
1146,3.7649,0.0753,9.3426,0.189,0.05,0.823625
1147,7.202,0.144,9.333,0.1888,0.05,0.967679
1148,25.0575,0.5011,9.5354,0.1928,0.05,0.8162
1149,22.3306,0.4466,9.6995,0.1961,0.05,0.97407
1150,5.038,0.1008,9.6593,0.1953,0.05,0.790824
1151,5.0352,0.1007,9.4368,0.1909,0.05,0.900513
1152,7.5786,0.1516,9.4637,0.1914,0.05,0.888247
1153,6.223,0.1245,9.4754,0.1916,0.05,0.793058
1154,26.1735,0.5235,9.5141,0.1924,0.05,0.978536
1155,35.6918,0.7138,9.8043,0.1982,0.05,0.869827
1156,5.4442,0.1089,9.8034,0.1982,0.05,0.823577
1157,2.9116,0.0582,9.6296,0.1947,0.05,0.88623
1158,5.8617,0.1172,9.6658,0.1954,0.05,0.872252
1159,8.9829,0.1797,9.3627,0.1894,0.05,0.91458
1160,5.5074,0.1101,9.3655,0.1894,0.05,0.822702
1161,5.4713,0.1094,9.364,0.1894,0.05,1.000538
1162,9.8534,0.1971,9.3954,0.19,0.05,0.918532
1163,7.093,0.1419,9.4238,0.1906,0.05,0.728709
1164,13.5674,0.2713,9.4514,0.1912,0.05,0.90004
1165,6.6741,0.1335,9.4676,0.1915,0.05,1.043138
1166,4.9523,0.099,9.4692,0.1915,0.05,0.982508
1167,12.4912,0.2498,9.5452,0.193,0.05,0.836801
1168,5.6488,0.113,9.5377,0.1929,0.05,1.061587
1169,4.3971,0.0879,9.5195,0.1925,0.05,1.044194
1170,18.9887,0.3798,9.5541,0.1932,0.05,1.000728
1171,9.0203,0.1804,9.5183,0.1925,0.05,0.92536
1172,9.8624,0.1972,9.541,0.1929,0.05,0.981274
1173,6.4807,0.1296,9.5605,0.1933,0.05,0.992274
1174,5.2289,0.1046,9.5671,0.1935,0.05,1.089201
1175,20.1846,0.4037,9.6169,0.1945,0.05,0.893407
1176,7.2617,0.1452,9.6326,0.1948,0.05,0.889205
1177,6.3709,0.1274,9.6153,0.1944,0.05,1.091231
1178,5.9657,0.1193,9.6191,0.1945,0.05,1.003411
1179,6.6226,0.1325,9.6491,0.1951,0.05,0.94019
1180,14.1429,0.2829,9.7548,0.1972,0.05,0.985999
1181,4.5551,0.0911,9.7226,0.1966,0.05,1.124476
1182,4.6056,0.0921,9.7331,0.1968,0.05,0.857
1183,5.2628,0.1053,9.7006,0.1961,0.05,1.01261
1184,6.0733,0.1215,9.7034,0.1962,0.05,0.972997
1185,8.3121,0.1662,9.7393,0.1969,0.05,0.876822
1186,4.6895,0.0938,9.728,0.1967,0.05,0.920747
1187,4.3068,0.0861,9.474,0.1916,0.05,0.878087
1188,10.455,0.2091,9.5266,0.1927,0.05,1.172076
1189,8.6297,0.1726,9.5618,0.1934,0.05,1.118783
1190,13.4945,0.2699,9.6279,0.1947,0.05,1.076862
1191,7.3797,0.1476,9.6516,0.1952,0.05,0.996962
1192,4.9368,0.0987,9.3946,0.19,0.05,0.973781
1193,4.447,0.0889,9.2657,0.1874,0.05,0.930344
1194,6.161,0.1232,9.2278,0.1867,0.05,1.030245
1195,13.1739,0.2635,9.2418,0.187,0.05,0.880207
1196,10.9334,0.2187,9.1777,0.1857,0.05,1.012723
1197,11.9712,0.2394,9.2554,0.1872,0.05,1.385707
1198,13.1838,0.2637,9.1567,0.1853,0.05,1.041768
1199,6.5416,0.1308,9.1846,0.1858,0.05,0.933517
1200,4.0354,0.0807,9.1843,0.1858,0.05,1.119725
1201,8.8666,0.1773,9.0805,0.1837,0.05,0.968815
1202,12.9213,0.2584,9.1653,0.1854,0.05,1.098174
1203,11.6037,0.2321,9.1447,0.185,0.05,1.01095
1204,16.1628,0.3233,9.2134,0.1864,0.05,0.98571
1205,5.3603,0.1072,9.1917,0.186,0.05,1.105832
1206,5.5057,0.1101,9.1099,0.1843,0.05,0.966511
1207,9.6032,0.1921,9.1429,0.185,0.05,1.056844
1208,8.6151,0.2004,9.16,0.1856,0.05,1.062624
1209,4.4271,0.0885,9.1524,0.1855,0.05,1.133202
1210,12.6004,0.252,9.2144,0.1867,0.05,1.047066
1211,6.2542,0.1251,9.1701,0.1858,0.05,1.096815
1212,5.1015,0.102,9.1238,0.1849,0.05,0.993445
1213,6.2493,0.125,9.0778,0.184,0.05,1.035129
1214,4.8178,0.0964,9.0751,0.1839,0.05,0.795467
1215,4.0875,0.0818,9.0606,0.1836,0.05,1.073059
1216,7.6159,0.1523,9.0276,0.183,0.05,0.912936
1217,5.4824,0.1096,8.9509,0.1814,0.05,0.900902
1218,25.5818,0.5116,9.1475,0.1854,0.05,1.01291
1219,3.5216,0.0704,9.1025,0.1845,0.05,1.054781
1220,5.0227,0.1005,9.0156,0.1827,0.05,0.960697
1221,6.3914,0.1278,8.9393,0.1812,0.05,1.213867
1222,4.2499,0.085,8.927,0.1809,0.05,0.981738
1223,4.2056,0.0841,8.7725,0.1779,0.05,1.211781
1224,21.1893,0.4238,8.8869,0.1801,0.05,1.067208
1225,7.9523,0.159,8.8855,0.1801,0.05,1.05228
1226,11.8455,0.2369,8.9748,0.1819,0.05,0.985571
1227,3.3628,0.0673,8.9568,0.1815,0.05,0.960924
1228,30.2004,0.604,9.2146,0.1867,0.05,1.158537
1229,5.3881,0.1078,9.2422,0.1873,0.05,1.057192
1230,5.8474,0.1169,9.2121,0.1866,0.05,0.948842
1231,13.2099,0.2642,9.3058,0.1885,0.05,1.025692
1232,5.6862,0.1137,9.2986,0.1884,0.05,1.006546
1233,5.8141,0.1163,9.287,0.1881,0.05,1.226167
1234,6.7617,0.1352,9.2886,0.1882,0.05,1.115918
1235,8.9599,0.1792,9.2118,0.1866,0.05,0.963828
1236,18.4525,0.369,9.123,0.1827,0.05,0.990926
1237,6.3826,0.1277,9.0929,0.1821,0.05,1.126058
1238,6.7625,0.1352,9.1234,0.1827,0.05,1.109203
1239,3.9385,0.0788,9.1041,0.1824,0.05,1.149298
1240,10.6489,0.213,9.1674,0.1836,0.05,1.263583
1241,4.1743,0.0835,9.0189,0.1807,0.05,1.15841
1242,10.0359,0.2007,9.066,0.1816,0.05,1.166574
1243,19.2507,0.385,9.1691,0.1837,0.05,1.067771
1244,5.9965,0.1199,9.1963,0.1842,0.05,1.079016
1245,9.7512,0.195,9.1209,0.1827,0.05,1.049136
1246,7.9876,0.1598,9.1631,0.1835,0.05,1.084491
1247,7.8275,0.1565,9.1694,0.1837,0.05,0.984662
1248,5.1977,0.104,8.9708,0.1797,0.05,1.003415
1249,9.2408,0.1848,8.8399,0.1771,0.05,1.223631
1250,8.458,0.1692,8.8741,0.1778,0.05,1.240647
1251,8.7655,0.1753,8.9114,0.1785,0.05,0.977516
1252,5.9948,0.1199,8.8955,0.1782,0.05,1.188548
1253,3.3839,0.0677,8.8671,0.1776,0.05,1.139776
1254,4.9221,0.0984,8.6546,0.1734,0.05,1.01894
1255,6.6726,0.1335,8.3644,0.1676,0.05,1.061399
1256,4.0954,0.0819,8.3509,0.1673,0.05,1.189204
1257,3.935,0.0787,8.3612,0.1675,0.05,1.355685
1258,4.1908,0.0838,8.3445,0.1672,0.05,1.230914
1259,5.6664,0.1133,8.3113,0.1665,0.05,1.061409
1260,5.0227,0.1005,8.3065,0.1664,0.05,1.088253
1261,8.4651,0.1693,8.3364,0.167,0.05,0.984921
1262,32.9795,0.6596,8.5677,0.1716,0.05,1.300214
1263,6.451,0.129,8.5612,0.1715,0.05,1.223761
1264,8.7418,0.1748,8.513,0.1705,0.05,1.332757
1265,5.485,0.1097,8.5011,0.1703,0.05,0.95122
1266,7.4418,0.1488,8.526,0.1708,0.05,1.017897
1267,5.6561,0.1131,8.4576,0.1694,0.05,0.966123
1268,8.0384,0.1608,8.4815,0.1699,0.05,1.089606
1269,5.4433,0.1089,8.492,0.1701,0.05,1.169551
1270,17.2341,0.3447,8.4745,0.1698,0.05,1.176414
1271,4.5319,0.0906,8.4296,0.1689,0.05,0.985862
1272,6.0595,0.1212,8.3915,0.1681,0.05,1.158866
1273,9.9574,0.1991,8.4263,0.1688,0.05,1.144035
1274,5.6496,0.113,8.4305,0.1689,0.05,1.334205
1275,7.6827,0.1537,8.3055,0.1664,0.05,1.054781
1276,8.0487,0.161,8.3134,0.1665,0.05,1.205714
1277,5.6307,0.1126,8.306,0.1664,0.05,1.086676
1278,5.1696,0.1034,8.298,0.1662,0.05,1.134144
1279,7.856,0.1571,8.3103,0.1665,0.05,1.142429
1280,8.5193,0.1704,8.2541,0.1654,0.05,1.078083
1281,5.7852,0.1157,8.2664,0.1656,0.05,1.07448
1282,5.2904,0.1058,8.2732,0.1657,0.05,1.134296
1283,10.1375,0.2028,8.322,0.1667,0.05,1.14332
1284,6.128,0.1226,8.3225,0.1667,0.05,1.244937
1285,5.7957,0.1159,8.2974,0.1662,0.05,1.069185
1286,15.7968,0.3159,8.4084,0.1684,0.05,1.158099
1287,6.2117,0.1242,8.4275,0.1688,0.05,1.227926
1288,14.3258,0.2865,8.4662,0.1696,0.05,1.054125
1289,4.0077,0.0802,8.42,0.1687,0.05,1.024298
1290,5.5398,0.1108,8.3404,0.1671,0.05,1.159501
1291,8.5766,0.1715,8.3524,0.1673,0.05,1.268407
1292,8.0886,0.1618,8.3839,0.168,0.05,1.121248
1293,5.8903,0.1178,8.3984,0.1682,0.05,1.280225
1294,27.4352,0.5487,8.6111,0.1725,0.05,1.231175
1295,13.7257,0.2745,8.6166,0.1726,0.05,1.33678
1296,5.8025,0.116,8.5653,0.1716,0.05,1.165668
1297,6.3478,0.127,8.5091,0.1705,0.05,0.974503
1298,11.5811,0.2316,8.493,0.1701,0.05,1.083156
1299,7.6623,0.1532,8.5043,0.1704,0.05,0.907868
1300,10.1055,0.2021,8.565,0.1716,0.05,1.262925
1301,14.1529,0.2831,8.6178,0.1726,0.05,1.31657
1302,28.1911,0.5638,8.7705,0.1757,0.05,1.153378
1303,4.7131,0.0943,8.7016,0.1743,0.05,1.106314
1304,5.1521,0.103,8.5915,0.1721,0.05,1.142194
1305,9.0331,0.1807,8.6282,0.1728,0.05,1.10588
1306,24.5238,0.4905,8.8184,0.1766,0.05,1.032206
1307,9.5178,0.1904,8.8176,0.1766,0.05,1.229678
1308,5.3559,0.1071,8.785,0.1757,0.05,1.132696
1309,12.4371,0.2487,8.8651,0.1773,0.05,1.331121
1310,3.8575,0.0771,8.7776,0.1756,0.05,1.061598
1311,6.9366,0.1387,8.7845,0.1757,0.05,1.219729
1312,5.8026,0.1161,8.7915,0.1758,0.05,1.165174
1313,8.8654,0.1773,8.8176,0.1764,0.05,1.249771
1314,45.9393,0.9188,9.2288,0.1846,0.05,0.940621
1315,11.8129,0.2363,9.3061,0.1861,0.05,1.157933
1316,8.0731,0.1615,9.3107,0.1862,0.05,1.056616
1317,14.9382,0.2988,9.4052,0.1881,0.05,1.120588
1318,7.0839,0.1417,9.2203,0.1844,0.05,1.113152
1319,6.0842,0.1217,9.2459,0.1849,0.05,1.05
1320,4.024,0.0805,9.2359,0.1847,0.05,1.292396
1321,4.6729,0.0935,9.2187,0.1844,0.05,1.268721
1322,7.2593,0.1452,9.2488,0.185,0.05,1.136576
1323,6.9531,0.1391,9.2763,0.1855,0.05,1.13757
1324,6.8376,0.1368,9.1328,0.1827,0.05,1.16214
1325,7.3409,0.1468,9.1266,0.1825,0.05,1.229341
1326,16.4925,0.3299,9.1731,0.1835,0.05,1.197951
1327,5.4165,0.1083,9.1937,0.1839,0.05,1.123566
1328,5.7385,0.1148,8.949,0.179,0.05,1.049742
1329,8.1462,0.1629,8.9766,0.1795,0.05,1.015312
1330,3.8177,0.0764,8.9563,0.1791,0.05,1.05743
1331,6.4855,0.1297,8.8891,0.1778,0.05,1.134404
1332,5.3313,0.1066,8.8855,0.1777,0.05,1.003211
1333,6.5166,0.1303,8.8925,0.1779,0.05,1.081922
1334,5.7391,0.1148,8.8823,0.1776,0.05,1.058906
1335,5.4166,0.1083,8.8469,0.1769,0.05,1.038056
1336,7.6091,0.1522,8.7385,0.1748,0.05,1.153681
1337,16.489,0.3298,8.8395,0.1768,0.05,1.011074
1338,10.0575,0.2011,8.8725,0.1774,0.05,1.047944
1339,6.8533,0.1371,8.9016,0.178,0.05,1.171429
1340,9.5213,0.1904,8.8903,0.1778,0.05,1.081957
1341,7.6225,0.1525,8.9248,0.1785,0.05,1.168848
1342,18.5584,0.3712,9.01,0.1802,0.05,1.137379
1343,10.7007,0.214,8.9245,0.1785,0.05,1.14882
1344,7.9066,0.1581,8.9437,0.1789,0.05,0.980228
1345,18.2152,0.3643,9.0283,0.1806,0.05,1.293496
1346,5.3249,0.1065,9.0017,0.18,0.05,1.215183
1347,27.2444,0.5449,9.1958,0.1839,0.05,1.160304
1348,11.4966,0.2299,9.2588,0.1852,0.05,1.023094
1349,7.4435,0.1489,9.2408,0.1848,0.05,1.200346
1350,8.8865,0.1777,9.2451,0.1849,0.05,1.164025
1351,7.6045,0.1521,9.2335,0.1847,0.05,1.020816
